code,count,percent,code_int,label,col_name,q_no,question_text,multi_group
1.0,751,23.08638180141408,1,1.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
2.0,708,21.764525053796497,2,2.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
3.0,596,18.321549339071627,3,3.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
4.0,467,14.355979096218874,4,4.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
5.0,428,13.157085766984322,5,5.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
6.0,302,9.283738087918843,6,6.0,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
,1,0.03074085459575776,,,v045_num,Q20.a,What concerns have you had since you started your graduate degree? The difficulty of getting funding / low success rates for grant applications [numeric],
1.0,923,28.373808791884414,1,1.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
2.0,739,22.717491546264988,2,2.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
3.0,597,18.352290193667383,3,3.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
4.0,517,15.893021826006763,4,4.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
5.0,438,13.464494312941898,5,5.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
6.0,38,1.168152474638795,6,6.0,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
,1,0.03074085459575776,,,v046_num,Q20.b,What concerns have you had since you started your graduate degree? Inability to finish my studies in the time period I had set out to  [numeric],
1.0,1020,31.355671687672913,1,1.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
2.0,621,19.09007070396557,2,2.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
3.0,514,15.800799262219488,3,3.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
4.0,491,15.09375960651706,4,4.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
5.0,478,14.69412849677221,5,5.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
6.0,128,3.9348293882569934,6,6.0,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
,1,0.03074085459575776,,,v047_num,Q20.c,What concerns have you had since you started your graduate degree? Impact of a poor relationship with my supervisor [numeric],
1.0,1001,30.771595450353516,1,1.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
,757,23.270826928988626,,,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
2.0,573,17.6145096833692,2,2.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
3.0,340,10.451890562557638,3,3.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
4.0,244,7.500768521364893,4,4.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
5.0,219,6.732247156470949,5,5.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
6.0,119,3.6581616968951733,6,6.0,v048_num,Q20.d,What concerns have you had since you started your graduate degree? The number of available faculty research jobs  [numeric],
1.0,1090,33.50753150937596,1,1.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
,757,23.270826928988626,,,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
2.0,584,17.952659083922534,2,2.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
3.0,382,11.743006455579465,3,3.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
4.0,180,5.533353827236398,4,4.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
5.0,178,5.471872118044882,5,5.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
6.0,82,2.5207500768521367,6,6.0,v049_num,Q20.e,What concerns have you had since you started your graduate degree? The high numbers of early career researchers on continuing temporary contracts as postdocs [numeric],
1.0,1341,41.22348601291116,1,1.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
2.0,855,26.283430679372888,2,2.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
3.0,558,17.153396864432832,3,3.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
4.0,310,9.529664924684907,4,4.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
5.0,158,4.857055026129727,5,5.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
6.0,30,0.9222256378727329,6,6.0,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
,1,0.03074085459575776,,,v050_num,Q20.f,What concerns have you had since you started your graduate degree? The difficulty of maintaining a work/life balance [numeric],
1.0,764,23.48601291115893,1,1.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
2.0,756,23.240086074392867,2,2.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
3.0,603,18.53673532124193,3,3.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
4.0,570,17.522287119581925,4,4.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
5.0,522,16.046726098985552,5,5.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
6.0,37,1.1374116200430373,6,6.0,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
,1,0.03074085459575776,,,v051_num,Q20.g,What concerns have you had since you started your graduate degree? Uncertainty about the value of a graduate degree [numeric],
1.0,1227,37.719028588994775,1,1.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
2.0,898,27.605287426990472,2,2.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
3.0,556,17.091915155241317,3,3.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
4.0,352,10.820780817706732,4,4.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
5.0,197,6.055948355364279,5,5.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
6.0,22,0.6762988011066707,6,6.0,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
,1,0.03074085459575776,,,v052_num,Q20.h,What concerns have you had since you started your graduate degree? Uncertainty about future employment/career prospects [numeric],
1.0,1107,34.03012603750384,1,1.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
2.0,786,24.162311712265602,2,2.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
3.0,510,15.677835843836457,3,3.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
4.0,312,9.591146633876422,4,4.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
5.0,292,8.976329541961267,5,5.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
6.0,245,7.531509375960652,6,6.0,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
,1,0.03074085459575776,,,v053_num,Q20.i,What concerns have you had since you started your graduate degree? Student debt during my graduate degree [numeric],
1.0,1289,39.624961573931756,1,1.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
2.0,840,25.822317860436524,2,2.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
3.0,488,15.001537042729787,3,3.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
4.0,381,11.712265600983706,4,4.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
5.0,213,6.547802028896403,5,5.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
6.0,41,1.2603750384260684,6,6.0,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
,1,0.03074085459575776,,,v054_num,Q20.j,"What concerns have you had since you started your graduate degree? Financial worries after my graduate degree (cost of living, inability to save for a house, children, retirement) [numeric]",
1.0,895,27.513064863203198,1,1.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
2.0,693,21.30341223486013,2,2.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
3.0,618,18.9978481401783,3,3.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
4.0,486,14.940055333538272,4,4.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
5.0,462,14.202274823240085,5,5.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
6.0,98,3.012603750384261,6,6.0,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
,1,0.03074085459575776,,,v055_num,Q20.k,What concerns have you had since you started your graduate degree? Political landscape  [numeric],
1.0,886,27.236397171841375,1,1.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
2.0,740,22.748232400860743,2,2.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
3.0,547,16.815247463879494,3,3.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
4.0,502,15.431909007070397,4,4.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
5.0,433,13.310790039963111,5,5.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
6.0,144,4.4266830617891175,6,6.0,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
,1,0.03074085459575776,,,v056_num,Q20.l,What concerns have you had since you started your graduate degree? Impostor syndrome [numeric],
1.0,1018,31.294189978481402,1,1.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
2.0,825,25.361205041500153,2,2.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
3.0,583,17.921918229326774,3,3.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
4.0,467,14.355979096218874,4,4.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
5.0,328,10.083000307408547,5,5.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
6.0,31,0.9529664924684907,6,6.0,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
,1,0.03074085459575776,,,v057_num,Q20.m,What concerns have you had since you started your graduate degree? Concern about my mental health as a result of undertaking a graduate degree [numeric],
1.0,821,25.238241623117126,1,1.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
2.0,632,19.428220104518907,2,2.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
3.0,500,15.37042729787888,3,3.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
4.0,463,14.233015677835844,4,4.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
5.0,442,13.587457731324932,5,5.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
6.0,394,12.111896710728558,6,6.0,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
,1,0.03074085459575776,,,v058_num,Q20.n,What concerns have you had since you started your graduate degree? Poor support and acknowledgement of my parenting/elder care responsibilities  [numeric],
1.0,802,24.654165385797725,1,1.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
2.0,725,22.28711958192438,2,2.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
3.0,631,19.397479249923148,3,3.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
4.0,454,13.956347986474023,4,4.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
5.0,383,11.773747310175223,5,5.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
6.0,257,7.900399631109744,6,6.0,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
,1,0.03074085459575776,,,v059_num,Q20.o,What concerns have you had since you started your graduate degree? Access to teaching staff and supervisors being restricted under remote study formats [numeric],
1.0,975,29.972333230863818,1,1.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
2.0,813,24.99231478635106,2,2.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
3.0,669,20.565631724561943,3,3.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
4.0,390,11.988933292345527,4,4.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
5.0,203,6.240393482938825,5,5.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
6.0,130,3.996311097448509,6,6.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
7.0,72,2.2133415308945588,7,7.0,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
,1,0.03074085459575776,,,v070_num,Q23.a,How satisfied are you with your decision to pursue a graduate degree? [numeric],
1.0,1019,31.324930833077158,1,1.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
2.0,760,23.3630494927759,2,2.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
3.0,505,15.52413157085767,3,3.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
4.0,358,11.005225945281278,4,4.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
5.0,250,7.68521364893944,5,5.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
6.0,237,7.285582539194589,6,6.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
7.0,123,3.7811251152782046,7,7.0,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
,1,0.03074085459575776,,,v072_num,Q25.a,How satisfied are you with your graduate degree experience? [numeric],
1.0,587,18.044881647709808,1,1.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
2.0,518,15.923762680602522,2,2.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
3.0,514,15.800799262219488,3,3.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
4.0,423,13.003381494005534,4,4.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
5.0,372,11.435597909621888,5,5.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
6.0,350,10.759299108515217,6,6.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
7.0,322,9.898555179834,7,7.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
8.0,166,5.102981862895788,8,8.0,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
,1,0.03074085459575776,,,v074_num,Q27.a,How satisfied are you with each of the following attributes or aspects of your degree? Availability of funding         [numeric],
1.0,705,21.672302490009223,1,1.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
2.0,601,18.475253612050416,2,2.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
3.0,579,17.798954810943744,3,3.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
4.0,447,13.74116200430372,4,4.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
5.0,377,11.589302182600676,5,5.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
6.0,289,8.884106978173993,6,6.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
7.0,229,7.0396557024285284,7,7.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
8.0,25,0.768521364893944,8,8.0,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
,1,0.03074085459575776,,,v075_num,Q27.b,How satisfied are you with each of the following attributes or aspects of your degree? Hours worked [numeric],
1.0,711,21.856747617583768,1,1.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
2.0,603,18.53673532124193,2,2.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
3.0,579,17.798954810943744,3,3.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
4.0,471,14.478942514601906,4,4.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
5.0,326,10.02151859821703,5,5.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
6.0,304,9.34521979711036,6,6.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
7.0,237,7.285582539194589,7,7.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
8.0,21,0.645557946510913,8,8.0,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
,1,0.03074085459575776,,,v076_num,Q27.c,How satisfied are you with each of the following attributes or aspects of your degree? Social environment [numeric],
1.0,973,29.910851521672306,1,1.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
2.0,754,23.178604365201352,2,2.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
3.0,627,19.274515831540118,3,3.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
4.0,419,12.8804180756225,4,4.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
5.0,252,7.746695358130956,5,5.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
6.0,113,3.473716569320627,6,6.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
7.0,103,3.166308023363049,7,7.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
8.0,11,0.33814940055333537,8,8.0,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
,1,0.03074085459575776,,,v077_num,Q27.d,How satisfied are you with each of the following attributes or aspects of your degree? Degree of independence [numeric],
1.0,764,23.48601291115893,1,1.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
2.0,603,18.53673532124193,2,2.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
3.0,589,18.106363356901323,3,3.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
4.0,454,13.956347986474023,4,4.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
5.0,306,9.406701506301875,5,5.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
6.0,246,7.562250230556409,6,6.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
7.0,228,7.00891484783277,7,7.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
8.0,62,1.9059329849369815,8,8.0,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
,1,0.03074085459575776,,,v078_num,Q27.e,How satisfied are you with each of the following attributes or aspects of your degree? Recognition from supervisor [numeric],
1.0,826,25.391945896095912,1,1.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
2.0,810,24.90009222256379,2,2.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
3.0,476,14.632646787580693,3,3.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
4.0,375,11.527820473409161,4,4.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
5.0,284,8.730402705195205,5,5.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
